Reference,Age_description,Age_Ma,Age_old,Age_young,CO2_ppm,type,CO2_low,CO2_high,CO2_range,Distribution,reported_CO2_ppm,reported_CO2_low,reported_CO2_high,reported_S_ppm,S_used,Notes
"Schaller et al., 2011",magnetostratigraphy (Newark Basin),200.9,,,1299,mean,650,2599,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),1949,1299,2599,3000,2000,Vertisols; S(z) assumed here to be similar to what is calculated for the Schaller et al. 2012 study
"Schaller et al., 2011",magnetostratigraphy (Newark Basin),201.0,,,1571,mean,785,3141,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),2356,1571,3141,3000,2000,Vertisols; S(z) assumed here to be similar to what is calculated for the Schaller et al. 2012 study
"Schaller et al., 2011",magnetostratigraphy (Newark Basin),201.1,,,2472,mean,1236,4944,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),3708,2472,4944,3000,2000,Vertisols; S(z) assumed here to be similar to what is calculated for the Schaller et al. 2012 study
"Schaller et al., 2011",magnetostratigraphy (Newark Basin),201.1,,,1761,mean,881,3523,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),2642,1761,3523,3000,2000,Vertisols; S(z) assumed here to be similar to what is calculated for the Schaller et al. 2012 study
"Schaller et al., 2011",magnetostratigraphy (Newark Basin),201.2,,,2307,mean,1153,4613,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),3460,2307,4613,3000,2000,Vertisols; S(z) assumed here to be similar to what is calculated for the Schaller et al. 2012 study
"Schaller et al., 2011",magnetostratigraphy (Newark Basin),201.2,,,2009,mean,1005,4019,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),3014,2009,4019,3000,2000,Vertisols; S(z) assumed here to be similar to what is calculated for the Schaller et al. 2012 study
"Schaller et al., 2011",magnetostratigraphy (Newark Basin),201.2,,,2438,mean,1219,4876,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),3657,2438,4876,3000,2000,Vertisols; S(z) assumed here to be similar to what is calculated for the Schaller et al. 2012 study
"Schaller et al., 2011",magnetostratigraphy (Newark Basin),201.2,,,2677,mean,1338,5353,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),4015,2677,5353,3000,2000,Vertisols; S(z) assumed here to be similar to what is calculated for the Schaller et al. 2012 study
"Schaller et al., 2011",magnetostratigraphy (Newark Basin),201.2,,,2700,mean,1350,5400,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),4050,2700,5400,3000,2000,Vertisols; S(z) assumed here to be similar to what is calculated for the Schaller et al. 2012 study
"Schaller et al., 2011",magnetostratigraphy (Newark Basin),201.2,,,2713,mean,1357,5427,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),4070,2713,5427,3000,2000,Vertisols; S(z) assumed here to be similar to what is calculated for the Schaller et al. 2012 study
"Schaller et al., 2011",magnetostratigraphy (Newark Basin),201.2,,,2823,mean,1411,5645,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),4234,2823,5645,3000,2000,Vertisols; S(z) assumed here to be similar to what is calculated for the Schaller et al. 2012 study
"Schaller et al., 2011",magnetostratigraphy (Newark Basin),201.3,,,2302,mean,1151,4604,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),3453,2302,4604,3000,2000,Vertisols; S(z) assumed here to be similar to what is calculated for the Schaller et al. 2012 study
"Schaller et al., 2011",magnetostratigraphy (Newark Basin),201.3,,,2385,mean,1192,4769,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),3577,2385,4769,3000,2000,Vertisols; S(z) assumed here to be similar to what is calculated for the Schaller et al. 2012 study
"Schaller et al., 2011",magnetostratigraphy (Newark Basin),201.4,,,2389,mean,1195,4779,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),3584,2389,4779,3000,2000,Vertisols; S(z) assumed here to be similar to what is calculated for the Schaller et al. 2012 study
"Schaller et al., 2011",magnetostratigraphy (Newark Basin),201.5,,,2819,mean,1409,5637,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),4228,2819,5637,3000,2000,Vertisols; S(z) assumed here to be similar to what is calculated for the Schaller et al. 2012 study
"Schaller et al., 2011",magnetostratigraphy (Newark Basin),201.5,,,2956,mean,1478,5912,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),4434,2956,5912,3000,2000,Vertisols; S(z) assumed here to be similar to what is calculated for the Schaller et al. 2012 study
"Schaller et al., 2011",magnetostratigraphy (Newark Basin),201.5,,,710,mean,355,1420,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),1065,710,1420,3000,2000,Vertisols; S(z) assumed here to be similar to what is calculated for the Schaller et al. 2012 study
"Schaller et al., 2011",magnetostratigraphy (Newark Basin),201.7,,,1191,mean,596,2383,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),1787,1191,2383,3000,2000,Vertisols; S(z) assumed here to be similar to what is calculated for the Schaller et al. 2012 study
"Schaller et al., 2011",magnetostratigraphy (Newark Basin),201.8,,,1495,mean,747,2989,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),2242,1495,2989,3000,2000,Vertisols; S(z) assumed here to be similar to what is calculated for the Schaller et al. 2012 study
"Schaller et al., 2011",magnetostratigraphy (Newark Basin),201.9,,,1502,mean,751,3004,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),2253,1502,3004,3000,2000,Vertisols; S(z) assumed here to be similar to what is calculated for the Schaller et al. 2012 study
"Schaller et al., 2011",magnetostratigraphy (Newark Basin),202.1,,,1509,mean,754,3017,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),2263,1509,3017,3000,2000,Vertisols; S(z) assumed here to be similar to what is calculated for the Schaller et al. 2012 study
"Schaller et al., 2011",magnetostratigraphy (Newark Basin),202.2,,,1065,mean,532,2129,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),1597,1065,2129,3000,2000,Vertisols; S(z) assumed here to be similar to what is calculated for the Schaller et al. 2012 study
"Schaller et al., 2011",magnetostratigraphy (Newark Basin),202.5,,,1613,mean,806,3225,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),2419,1613,3225,3000,2000,Vertisols; S(z) assumed here to be similar to what is calculated for the Schaller et al. 2012 study
"Schaller et al., 2011",magnetostratigraphy (Newark Basin),203.0,,,1487,mean,744,2975,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),2231,1487,2975,3000,2000,Vertisols; S(z) assumed here to be similar to what is calculated for the Schaller et al. 2012 study
"Schaller et al., 2011",magnetostratigraphy (Newark Basin),203.1,,,1298,mean,649,2596,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),1947,1298,2596,3000,2000,Vertisols; S(z) assumed here to be similar to what is calculated for the Schaller et al. 2012 study
"Schaller et al., 2011",magnetostratigraphy (Newark Basin),203.6,,,1021,mean,511,2043,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),1532,1021,2043,3000,2000,Vertisols; S(z) assumed here to be similar to what is calculated for the Schaller et al. 2012 study
